Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
200820K016001,Slight,12-02-2020,52.526924,Darkness - lights lit,Sandwell,-1.998641,1,1,Dry,Single carriageway,Urban,Taxi/Private hire car
200820K016101,Slight,12-02-2020,52.521696,Daylight,Sandwell,-2.057299,2,2,Dry,Single carriageway,Urban,Car
200820K016202,Slight,07-02-2020,52.474505,Daylight,Sandwell,-2.03751,2,2,Dry,Single carriageway,Urban,Car
200820K016502,Slight,07-02-2020,52.48377,Daylight,Sandwell,-2.015871,1,1,Dry,Dual carriageway,Urban,Car
200820K016601,Slight,04-01-2020,52.528451,Darkness - lights lit,Sandwell,-2.016034,1,2,Wet or damp,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200820K016702,Slight,05-02-2020,52.496619,Darkness - lights lit,Sandwell,-1.956367,1,2,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K016802,Slight,15-01-2020,52.508224,Daylight,Sandwell,-2.01308,1,2,Wet or damp,Single carriageway,Urban,Car
200820K016902,Slight,17-01-2020,52.4844,Darkness - lights lit,Sandwell,-1.990395,1,2,Wet or damp,Single carriageway,Urban,Car
200820K017101,Slight,14-02-2020,52.513887,Daylight,Sandwell,-1.986116,1,1,Dry,Single carriageway,Urban,Car
200820K017201,Slight,06-02-2020,52.51227,Daylight,Sandwell,-1.994663,2,2,Dry,Single carriageway,Urban,Car
200820K017202,Serious,10-02-2020,52.506516,Daylight,Sandwell,-1.992159,2,2,Dry,Single carriageway,Urban,Taxi/Private hire car
200820K017302,Serious,05-02-2020,52.489883,Daylight,Sandwell,-1.982441,1,1,Wet or damp,Single carriageway,Urban,Car
200820K017401,Serious,02-02-2020,52.537152,Darkness - lights lit,Sandwell,-1.930083,1,1,Dry,Single carriageway,Urban,Car
200820K017501,Slight,13-02-2020,52.519012,Daylight,Sandwell,-1.996283,1,1,Dry,One way street,Urban,Car
200820K017602,Slight,10-02-2020,52.494469,Daylight,Sandwell,-1.999967,2,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K017702,Slight,06-02-2020,52.492939,Daylight,Sandwell,-2.020146,2,2,Dry,Single carriageway,Urban,Car
200820K017902,Slight,25-01-2020,52.473698,Daylight,Sandwell,-1.96802,2,2,Dry,One way street,Urban,Motorcycle over 500cc
200820K018002,Slight,13-02-2020,52.507861,Daylight,Sandwell,-2.028403,1,2,Frost or ice,Single carriageway,Urban,Car
200820K018602,Slight,13-02-2020,52.469294,Darkness - lights lit,Sandwell,-1.973911,1,2,Dry,Dual carriageway,Urban,Car
200820K018801,Serious,09-02-2020,52.52009,Darkness - lights lit,Sandwell,-2.013968,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K018902,Slight,29-01-2020,52.5013,Darkness - lights lit,Sandwell,-1.980227,2,2,Wet or damp,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200820K019001,Serious,18-02-2020,52.540768,Daylight,Sandwell,-1.990973,4,3,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200820K019102,Slight,16-01-2020,52.517919,Daylight,Sandwell,-2.058031,1,2,Dry,Single carriageway,Urban,Car
200820K019301,Slight,19-02-2020,52.525485,Daylight,Sandwell,-2.005568,1,2,Dry,Roundabout,Urban,Car
200820K019401,Slight,21-02-2020,52.523574,Darkness - lights lit,Sandwell,-2.074399,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K019501,Slight,22-02-2020,52.533917,Daylight,Sandwell,-1.933479,1,3,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K019701,Slight,26-02-2020,52.528721,Daylight,Sandwell,-2.015887,1,2,Dry,Roundabout,Urban,Motorcycle 125cc and under
200820K019702,Slight,20-02-2020,52.486731,Daylight,Sandwell,-1.959763,1,1,Dry,Single carriageway,Urban,Car
200820K019801,Slight,19-02-2020,52.548672,Darkness - lights lit,Sandwell,-2.043029,1,2,Wet or damp,Single carriageway,Urban,Car
200820K019901,Slight,24-02-2020,52.531952,Darkness - lights lit,Sandwell,-2.036822,3,3,Dry,Single carriageway,Urban,Car
200820K019902,Slight,17-02-2020,52.496623,Darkness - lights lit,Sandwell,-2.032373,1,1,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200820K020002,Slight,07-02-2020,52.486555,Daylight,Sandwell,-1.974048,1,2,Dry,Single carriageway,Urban,Car
200820K020801,Slight,23-02-2020,52.529596,Daylight,Sandwell,-2.07721,1,2,Dry,Single carriageway,Urban,Car
200820K020901,Slight,26-02-2020,52.527013,Daylight,Sandwell,-2.01397,1,1,Dry,Single carriageway,Urban,Car
200820K020902,Serious,23-02-2020,52.50247,Daylight,Sandwell,-1.990391,1,1,Wet or damp,Dual carriageway,Urban,Car
200820K021001,Slight,24-02-2020,52.534834,Darkness - lights lit,Sandwell,-1.98493,1,2,Wet or damp,Single carriageway,Urban,Car
200820K021201,Slight,29-02-2020,52.532767,Darkness - lights lit,Sandwell,-2.009697,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200820K021202,Slight,26-02-2020,52.505523,Daylight,Sandwell,-1.966229,2,2,Wet or damp,Single carriageway,Urban,Car
200820K021302,Slight,26-02-2020,52.47566,Daylight,Sandwell,-2.069754,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K021401,Serious,29-02-2020,52.536443,Daylight,Sandwell,-2.049062,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K021501,Slight,03-03-2020,52.535908,Daylight,Sandwell,-2.036825,1,1,Dry,Single carriageway,Urban,Car
200820K021502,Slight,25-02-2020,52.494191,Daylight,Sandwell,-1.954896,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K021601,Serious,01-03-2020,52.536003,Darkness - lights lit,Sandwell,-1.989794,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K021701,Slight,01-03-2020,52.549758,Daylight,Sandwell,-2.009553,1,2,Dry,Single carriageway,Urban,Car
200820K021702,Slight,21-02-2020,52.48377,Darkness - lights lit,Sandwell,-2.015871,2,2,Dry,Dual carriageway,Urban,Car
200820K021801,Slight,02-03-2020,52.560996,Daylight,Sandwell,-2.00395,2,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K021802,Serious,18-02-2020,52.467564,Darkness - lights lit,Sandwell,-2.077101,2,2,Frost or ice,Single carriageway,Urban,Motorcycle over 500cc
200820K021901,Slight,05-03-2020,52.522968,Daylight,Sandwell,-1.991861,1,2,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200820K022001,Slight,02-03-2020,52.546432,Darkness - lights lit,Sandwell,-1.991119,1,3,Dry,Single carriageway,Urban,Car
200820K022102,Slight,22-02-2020,52.50193,Daylight,Sandwell,-2.01794,1,2,Wet or damp,Roundabout,Urban,Motorcycle 125cc and under
200820K022501,Slight,06-03-2020,52.543187,Daylight,Sandwell,-1.953371,2,2,Dry,Dual carriageway,Urban,Car
200820K022601,Fatal,06-03-2020,52.532205,Darkness - lights lit,Sandwell,-2.073676,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K022701,Fatal,09-03-2020,52.540229,Darkness - lights lit,Sandwell,-1.990383,2,1,Dry,Single carriageway,Urban,Car
200820K022801,Slight,07-03-2020,52.533467,Daylight,Sandwell,-1.931563,1,1,Wet or damp,Single carriageway,Urban,Car
200820K022901,Slight,07-03-2020,52.514337,Daylight,Sandwell,-1.986705,2,2,Dry,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K023001,Slight,10-03-2020,52.553337,Darkness - lights lit,Sandwell,-1.935072,2,2,Wet or damp,Roundabout,Urban,Bus or coach (17 or more pass seats)
200820K023002,Slight,23-02-2020,52.487544,Darkness - lights lit,Sandwell,-2.028243,1,2,Dry,Single carriageway,Urban,Car
200820K023101,Slight,07-03-2020,52.521169,Daylight,Sandwell,-2.013821,1,2,Dry,Single carriageway,Urban,Car
200820K023301,Serious,07-03-2020,52.561706,Daylight,Sandwell,-1.953499,1,1,Dry,Single carriageway,Urban,Car
200820K023302,Slight,18-02-2020,52.486372,Daylight,Sandwell,-1.961384,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K023401,Slight,25-02-2020,52.510107,Darkness - lights lit,Sandwell,-1.965046,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K023601,Slight,11-03-2020,52.545083,Daylight,Sandwell,-1.983599,1,1,Dry,Single carriageway,Urban,Car
200820K023602,Slight,03-03-2020,52.484125,Daylight,Sandwell,-1.962269,1,1,Dry,Single carriageway,Urban,Car
200820K023901,Slight,03-03-2020,52.56566,Darkness - lights lit,Sandwell,-1.948774,1,2,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200820K023902,Slight,29-02-2020,52.491944,Daylight,Sandwell,-2.044594,1,2,Dry,Single carriageway,Urban,Car
200820K024001,Slight,13-03-2020,52.556231,Daylight,Sandwell,-2.002327,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K024002,Serious,29-02-2020,52.499051,Daylight,Sandwell,-1.971242,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K024101,Slight,03-02-2020,52.556843,Daylight,Sandwell,-1.936247,1,2,Dry,Dual carriageway,Urban,Car
200820K024202,Slight,03-03-2020,52.502108,Daylight,Sandwell,-2.02619,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820K024402,Slight,05-02-2020,52.495634,Darkness - lights lit,Sandwell,-1.969919,2,2,Dry,Dual carriageway,Urban,Car
200820K024501,Slight,17-03-2020,52.518743,Daylight,Sandwell,-2.007188,1,1,Dry,Single carriageway,Urban,Car
200820K024601,Slight,16-03-2020,52.529615,Darkness - lights lit,Sandwell,-2.037557,1,1,Dry,Single carriageway,Urban,Car
200820K024602,Slight,27-02-2020,52.489435,Daylight,Sandwell,-1.998936,1,2,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200820K024701,Slight,12-03-2020,52.533104,Daylight,Sandwell,-2.074268,1,2,Wet or damp,Single carriageway,Urban,Car
200820K024702,Slight,26-02-2020,52.475137,Daylight,Sandwell,-1.971699,2,4,Dry,Single carriageway,Urban,Car
200820K024801,Slight,28-02-2020,52.535374,Daylight,Sandwell,-1.98832,2,4,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K024802,Slight,25-02-2020,52.477024,Darkness - lights lit,Sandwell,-2.031917,1,3,Dry,Single carriageway,Urban,Car
200820K024902,Slight,07-03-2020,52.503819,Daylight,Sandwell,-1.991275,1,2,Dry,Single carriageway,Urban,Car
200820K025102,Slight,07-03-2020,52.486731,Daylight,Sandwell,-1.958585,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K025201,Slight,18-03-2020,52.521979,Darkness - lights lit,Sandwell,-1.999967,3,3,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K025301,Slight,12-02-2020,52.525212,Daylight,Sandwell,-2.029004,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K025402,Serious,03-03-2020,52.476844,Daylight,Sandwell,-2.032211,1,1,Dry,Single carriageway,Urban,Car
200820K025501,Slight,19-03-2020,52.537351,Daylight,Sandwell,-1.983012,1,2,Dry,Single carriageway,Urban,Car
200820K025601,Slight,19-03-2020,52.562075,Daylight,Sandwell,-2.006163,1,2,Dry,Dual carriageway,Urban,Car
200820K025602,Slight,07-03-2020,52.482508,Darkness - lights lit,Sandwell,-1.968602,1,1,Wet or damp,Single carriageway,Urban,Car
200820K025701,Slight,21-03-2020,52.528451,Daylight,Sandwell,-2.016182,1,1,Dry,Roundabout,Urban,Motorcycle 50cc and under
200820K025801,Slight,20-03-2020,52.525295,Daylight,Sandwell,-2.050524,2,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K025802,Slight,06-03-2020,52.48664,Daylight,Sandwell,-1.957555,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K025901,Slight,19-03-2020,52.511008,Daylight,Sandwell,-1.974034,1,2,Dry,Roundabout,Urban,Motorcycle 125cc and under
200820K026102,Slight,06-03-2020,52.503909,Daylight,Sandwell,-1.991275,1,2,Dry,Single carriageway,Urban,Car
200820K026302,Slight,29-02-2020,52.494644,Daylight,Sandwell,-2.03679,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K026402,Slight,06-03-2020,52.49527,Daylight,Sandwell,-1.955484,1,2,Dry,Dual carriageway,Urban,Car
200820K026502,Slight,05-03-2020,52.493389,Daylight,Sandwell,-2.021177,1,2,Dry,Roundabout,Urban,Bus or coach (17 or more pass seats)
200820K027001,Serious,28-03-2020,52.528451,Daylight,Sandwell,-2.016329,1,2,Wet or damp,Roundabout,Urban,Car
200820K027101,Slight,29-03-2020,52.525935,Daylight,Sandwell,-1.991565,1,2,Wet or damp,Single carriageway,Urban,Car
200820K027201,Slight,28-03-2020,52.540478,Daylight,Sandwell,-2.070446,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K027301,Slight,28-03-2020,52.526384,Darkness - lights lit,Sandwell,-1.994219,1,1,Dry,Single carriageway,Urban,Car
200820K027401,Slight,28-03-2020,52.518653,Daylight,Sandwell,-1.997462,1,1,Dry,One way street,Urban,Van / Goods 3.5 tonnes mgw or under
200820K027501,Slight,26-03-2020,52.510829,Darkness - lights lit,Sandwell,-1.974329,1,2,Dry,Roundabout,Urban,Motorcycle 125cc and under
200820K027502,Slight,26-02-2020,52.517106,Daylight,Sandwell,-2.065988,2,2,Dry,Dual carriageway,Urban,Car
200820K027601,Slight,01-04-2020,52.54679,Daylight,Sandwell,-2.018696,1,2,Dry,Single carriageway,Urban,Car
200820K027701,Slight,31-03-2020,52.515686,Daylight,Sandwell,-2.006746,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K027801,Slight,29-03-2020,52.553605,Daylight,Sandwell,-1.933302,2,2,Wet or damp,Slip road,Rural,Car
200820K027802,Slight,01-03-2020,52.494017,Daylight,Sandwell,-1.974928,1,2,Dry,Single carriageway,Urban,Car
200820K027901,Slight,31-03-2020,52.531958,Daylight,Sandwell,-2.009107,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K028502,Slight,07-03-2020,52.49077,Daylight,Sandwell,-1.943559,1,2,Dry,Single carriageway,Urban,Car
200820K028902,Serious,11-02-2020,52.494821,Daylight,Sandwell,-1.95519,1,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K029102,Slight,10-03-2020,52.498155,Daylight,Sandwell,-1.996432,1,1,Wet or damp,Single carriageway,Urban,Car
200820K029301,Slight,02-04-2020,52.519911,Daylight,Sandwell,-1.99923,1,3,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200820K029401,Slight,01-04-2020,52.566389,Daylight,Sandwell,-2.017376,1,1,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200820K029602,Slight,12-03-2020,52.501567,Darkness - lights lit,Sandwell,-1.968294,1,2,Wet or damp,Single carriageway,Urban,Car
200820K029701,Slight,04-04-2020,52.534922,Darkness - lights lit,Sandwell,-1.971808,1,1,Dry,Dual carriageway,Rural,Goods 7.5 tonnes mgw and over
200820K029801,Slight,01-04-2020,52.51829,Daylight,Sandwell,-2.027084,1,2,Dry,Single carriageway,Urban,Car
200820K029901,Slight,30-03-2020,52.552095,Daylight,Sandwell,-2.014421,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K029902,Slight,14-03-2020,52.487895,Daylight,Sandwell,-1.947981,1,3,Dry,Single carriageway,Urban,Car
200820K030101,Slight,05-04-2020,52.523148,Daylight,Sandwell,-1.992303,1,2,Dry,Dual carriageway,Urban,Motorcycle 125cc and under
200820K030102,Slight,08-02-2020,52.497345,Daylight,Sandwell,-1.981554,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K030502,Slight,13-03-2020,52.486909,Daylight,Sandwell,-1.954903,2,2,Wet or damp,Single carriageway,Urban,Car
200820K030801,Slight,03-04-2020,52.511008,Daylight,Sandwell,-1.974181,4,2,Dry,Roundabout,Urban,Car
200820K030802,Slight,03-03-2020,52.490051,Daylight,Sandwell,-2.056522,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200820K030901,Slight,07-04-2020,52.523507,Daylight,Sandwell,-1.994072,1,2,Dry,Roundabout,Urban,Car
200820K030902,Slight,08-03-2020,52.475136,Daylight,Sandwell,-1.965074,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K031102,Slight,20-03-2020,52.469712,Darkness - lights lit,Sandwell,-2.089912,3,2,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K031202,Slight,18-03-2020,52.50013,Daylight,Sandwell,-2.029282,1,2,Dry,Dual carriageway,Urban,Car
200820K031302,Serious,20-03-2020,52.482868,Daylight,Sandwell,-2.031774,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K031402,Slight,19-03-2020,52.510019,Daylight,Sandwell,-2.028405,1,2,Dry,Single carriageway,Urban,Car
200820K031701,Slight,07-04-2020,52.54255,Daylight,Sandwell,-2.062487,1,1,Dry,Single carriageway,Urban,Car
200820K031801,Slight,05-04-2020,52.528001,Daylight,Sandwell,-2.020309,2,2,Dry,Single carriageway,Urban,Car
200820K032201,Serious,10-04-2020,52.524119,Darkness - lights lit,Sandwell,-2.065851,5,2,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K032202,Slight,18-03-2020,52.496354,Daylight,Sandwell,-1.973453,1,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K032302,Slight,21-03-2020,52.492132,Darkness - lights lit,Sandwell,-1.998789,1,3,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820K032401,Slight,11-04-2020,52.516405,Daylight,Sandwell,-1.986704,1,1,Wet or damp,Single carriageway,Urban,Car
200820K032402,Slight,24-03-2020,52.473972,Darkness - lights lit,Sandwell,-2.003059,1,1,Dry,Dual carriageway,Urban,Car
200820K032501,Slight,09-04-2020,52.543283,Daylight,Sandwell,-1.972688,1,1,Wet or damp,Single carriageway,Urban,Car
200820K032602,Slight,12-02-2020,52.474861,Darkness - lights lit,Sandwell,-2.047963,1,2,Dry,Single carriageway,Urban,Car
200820K032902,Slight,13-03-2020,52.501478,Daylight,Sandwell,-2.031198,1,2,Dry,Dual carriageway,Urban,Motorcycle 125cc and under
200820K033301,Slight,14-04-2020,52.550118,Daylight,Sandwell,-1.99805,2,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K033902,Slight,24-03-2020,52.515321,Daylight,Sandwell,-2.036955,1,1,Dry,Single carriageway,Urban,Car
200820K034002,Slight,11-03-2020,52.48053,Daylight,Sandwell,-2.032067,5,3,Dry,Single carriageway,Urban,Car
200820K034101,Slight,09-04-2020,52.513977,Daylight,Sandwell,-1.981253,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K034102,Slight,25-03-2020,52.469539,Darkness - lights lit,Sandwell,-2.081079,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K034402,Slight,30-03-2020,52.500133,Daylight,Sandwell,-1.990392,2,2,Dry,Single carriageway,Urban,Car
200820K034501,Slight,18-04-2020,52.537346,Daylight,Sandwell,-2.039185,2,3,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200820K034601,Slight,17-04-2020,52.506604,Daylight,Sandwell,-1.976689,1,2,Dry,Roundabout,Urban,Car
200820K034602,Slight,31-03-2020,52.474421,Darkness - lights lit,Sandwell,-1.998789,3,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K034701,Slight,16-04-2020,52.527822,Daylight,Sandwell,-2.01515,2,1,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200820K034801,Slight,07-04-2020,52.537981,Daylight,Sandwell,-1.993038,1,1,Dry,One way street,Urban,Car
200820K034901,Slight,21-04-2020,52.507775,Daylight,Sandwell,-1.991864,1,1,Dry,Dual carriageway,Urban,Car
200820K035001,Slight,21-04-2020,52.52171,Daylight,Sandwell,-1.999525,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K035002,Slight,31-03-2020,52.503094,Daylight,Sandwell,-1.963432,3,3,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K035102,Slight,30-03-2020,52.47586,Daylight,Sandwell,-1.993195,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K035502,Slight,01-04-2020,52.475494,Daylight,Sandwell,-2.040013,1,1,Dry,One way street,Urban,Motorcycle over 125cc and up to 500cc
200820K035702,Slight,05-04-2020,52.477832,Daylight,Sandwell,-2.035746,3,2,Wet or damp,Single carriageway,Urban,Car
200820K035802,Slight,05-04-2020,52.476483,Daylight,Sandwell,-2.037659,1,2,Dry,Single carriageway,Urban,Car
200820K036201,Slight,22-04-2020,52.530335,Daylight,Sandwell,-2.03343,1,3,Dry,Single carriageway,Urban,Car
200820K036202,Serious,25-03-2020,52.477383,Daylight,Sandwell,-2.036482,1,1,Wet or damp,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200820K036301,Slight,21-04-2020,52.546612,Daylight,Sandwell,-1.990972,1,2,Dry,Roundabout,Urban,Van / Goods 3.5 tonnes mgw or under
200820K036302,Slight,29-02-2020,52.49104,Daylight,Sandwell,-1.944295,1,2,Wet or damp,Single carriageway,Urban,Car
200820K036401,Slight,22-04-2020,52.531958,Daylight,Sandwell,-1.996134,1,1,Dry,Single carriageway,Urban,Car
200820K036402,Slight,05-04-2020,52.494016,Daylight,Sandwell,-1.969036,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K036801,Slight,23-04-2020,52.512988,Daylight,Sandwell,-1.984642,1,3,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K036902,Slight,08-04-2020,52.487447,Daylight,Sandwell,-1.95181,1,2,Wet or damp,Single carriageway,Urban,Car
200820K037001,Slight,23-04-2020,52.549381,Daylight,Sandwell,-1.935815,1,2,Dry,Dual carriageway,Urban,Car
